userId,movieId,rating,timestamp
1,5,2.5,1260759144
1,5,3,1260759179
1,5,3,1260759182
1,5,2,1260759185
1,5,4,1260759205
1,5,2,1260759151
1,5,2,1260759187
1,5,2,1260759148
1,5,3.5,1260759125
1,5,2,1260759131
1,5,2.5,1260759135
1,5,1,1260759203
1,5,4,1260759191
1,5,4,1260759139
1,5,3,1260759194
1,5,2,1260759198
1,5,2,1260759108
1,5,2.5,1260759113
1,5,1,1260759200
1,5,3,1260759117
2,5,4,835355493
2,5,5,835355681
2,5,5,835355604
2,5,4,835355552
2,5,4,835355586
2,5,3,835356031
2,5,3,835355749
2,5,4,835355532
2,5,3,835356016
2,5,5,835355395
2,5,4,835355441
2,5,3,835355493
2,5,3,835355441
2,5,3,835355710
2,5,3,835355511
2,5,3,835355664
2,5,3,835355511
2,5,5,835355840
2,5,1,835355749
2,5,3,835355552
2,5,3,835355664
2,5,3,835355896
2,5,4,835355511
2,5,4,835355681
2,5,5,835355697
2,5,5,835355586
2,5,3,835355767
2,5,4,835355779
2,5,3,835355492
2,5,4,835355395
2,5,3,835355532
2,5,4,835356044
2,5,2,835355551
2,5,1,835355918
2,5,3,835355492
2,5,4,835355441
2,5,4,835355697
2,5,3,835355628
2,5,3,835355749
2,5,3,835355604
2,5,3,835355619
2,5,2,835355932
2,5,3,835355968
2,5,3,835356094
2,5,3,835355710
2,5,3,835356165
2,5,2,835356246
2,5,3,835355532
2,5,4,835355604
2,5,3,835355511
2,5,4,835355790
2,5,2,835355828
2,5,4,835355643
2,5,3,835355918
2,5,3,835355880
2,5,4,835355731
2,5,4,835355860
2,5,4,835355719
2,5,4,835355817
2,5,4,835355731
2,5,4,835356199
2,5,3,835355767
2,5,3,835356109
2,5,5,835355767
2,5,3,835355860
2,5,5,835355817
2,5,3,835355790
2,5,3,835355779
2,5,3,835355441
2,5,5,835355697
2,5,5,835355395
2,5,5,835355395
2,5,3,835355511
2,5,3,835355932
2,5,4,835356141
2,5,4,835355978
3,2,3,1298861675
3,2,4,1298922049
3,2,3.5,1298861637
3,2,3,1298861761
3,2,4.5,1298862418
3,2,5,1298862121
3,2,2.5,1298861589
3,2,5,1298862167
3,2,2.5,1298923242
3,2,3,1298862528
3,2,3,1298922100
3,2,3,1298923247
3,2,3,1298921840
3,2,2,1298923260
3,2,3.5,1298932787
3,2,4,1298863157
3,2,3,1298861687
3,2,5,1298932770
3,2,3,1298921795
3,2,4,1298861628
3,2,3,1298861605
3,2,4,1298861658
3,2,3.5,1298922089
3,2,4.5,1298923236
3,2,4,1298863143
3,2,4,1298921862
3,2,4,1298861753
3,2,3,1298861789
3,2,3,1298862710
3,2,3.5,1298861796
3,2,3,1298924017
3,2,3.5,1298922057
3,2,4,1298861733
3,2,4,1298921825
3,2,5,1298862874
3,2,3,1298861968
3,2,4,1298861633
3,2,5,1298863174
3,2,3,1298923266
3,2,3.5,1298862672
3,2,3,1298922080
3,2,2.5,1298921787
3,2,3,1298922065
3,2,3.5,1298861650
3,2,3,1298932766
3,2,3.5,1298862555
3,2,3.5,1298932740
3,2,4.5,1298862361
3,2,4.5,1298862467
3,2,3,1298922071
3,2,4,1298922130
4,2,4,949810645
4,2,5,949919556
4,2,5,949810582
4,2,5,949919681
4,2,4,949811346
4,2,3,949811346
4,2,3,949920047
4,2,5,949779042
4,2,4,949778802
4,2,5,949895708
4,2,3,949810618
4,2,5,949810582
4,2,5,949919763
4,2,5,949919681
4,2,5,949949538
4,2,4,949895887
4,2,3,949810534
4,2,3,949919883
4,2,3,949895772
4,2,4,949810688
4,2,1,949920135
4,2,4,949919802
4,2,4,949920028
4,2,4,949811315
4,2,5,949810582
4,2,5,949779091
4,2,5,949949486
4,2,5,949919938
4,2,3,949810534
4,2,5,949949538
4,2,5,949949638
4,2,4,949982238
4,2,5,949949444
4,2,5,949779022
4,2,5,949919189
4,2,4,949919306
4,2,5,949919247
4,2,5,949949396
4,2,4,949919454
4,2,4,949919322
4,2,5,949949638
4,2,5,949949638
4,2,5,949896377
4,2,5,949896377
4,2,5,949949538
4,2,5,949949638
4,2,5,949896244
4,2,5,949919372
4,2,5,949811523
4,2,5,949895732
4,2,5,949778771
4,2,5,949919399
4,2,5,949896275
4,2,5,949919372
4,2,5,949919419
4,2,5,949779173
4,2,5,949811490
4,2,5,949779173
4,2,5,949896244
4,2,5,949896159
4,2,5,949779173
4,2,5,949778714
4,2,5,949895708
4,2,5,949810261
4,2,5,949779173
4,2,5,949811523
4,2,5,949918693
4,2,5,949779173
4,2,5,949919372
4,2,5,949896244
4,2,5,949919519
4,2,5,949811602
4,2,5,949918743
4,2,4,949811559
4,2,5,949919591
4,2,5,949811523
4,2,5,949919372
4,2,5,949949396
4,2,4,949811559
4,2,5,949811490
4,2,5,949918743
4,2,4,949918927
4,2,4,949811602
4,2,4,949896275
4,2,5,949982274
4,2,5,949919247
4,2,4,949810582
4,2,4,949810302
4,2,3,949920004
4,2,4,949918787
4,2,3,949918904
4,2,3,949810688
4,2,5,949896377
4,2,5,949810261
4,2,4,949810302
4,2,5,949895772
4,2,3,949811230
4,2,5,949919978
4,2,4,949811559
4,2,5,949896244
4,2,1,949895864
4,2,5,949919738
4,2,4,949810688
4,2,2,949895956
4,2,5,949810261
4,2,5,949810261
4,2,5,949918743
4,2,3,949949538
4,2,5,949811559
4,2,5,949896309
4,2,5,949811602
4,2,3,949895907
4,2,2,949918970
4,2,5,949896070
4,2,4,949919454
4,2,5,949778771
4,2,4,949811738
4,2,4,949896114
4,2,4,949982239
4,2,4,949896183
4,2,5,949810618
4,2,3,949896114
4,2,5,949918648
4,2,5,949949444
4,2,5,949919306
4,2,4,949982239
4,2,5,949949444
4,2,5,949896114
4,2,5,949949638
4,2,5,949896183
4,2,4,949920028
4,2,5,949949538
4,2,5,949896114
4,2,5,949949396
4,2,4,949896114
4,2,5,949919399
4,2,3,949896309
4,2,5,949918927
4,2,5,949918994
4,2,4,949919763
4,2,5,949896070
4,2,4,949982239
4,2,4,949896114
4,2,5,949811603
4,2,5,949896070
4,2,5,949896070
4,2,3,949896070
4,2,5,949918764
4,2,4,949811559
4,2,3,949896309
4,2,5,949895772
4,2,5,949919556
4,2,4,949918927
4,2,4,949811603
4,2,4,949918994
4,2,5,949918994
4,2,4,949810302
4,2,5,949982274
4,2,5,949918875
4,2,4,949896275
4,2,1,949895993
4,2,5,949810582
4,2,5,949810261
4,2,3,949918671
4,2,4,949896497
4,2,4,949896497
4,2,5,949811523
4,2,5,949810582
4,2,4,949778714
4,2,1,949896521
4,2,5,949919399
4,2,5,949811490
4,2,4,949811603
4,2,5,949896070
4,2,5,949811738
4,2,3,949811230
4,2,3,949918875
4,2,5,949896114
4,2,5,949896377
4,2,2,949896309
4,2,1,949896309
4,2,4,949810534
4,2,5,949811559
4,2,5,949896070
4,2,3,949896015
4,2,5,949918807
4,2,5,949810261
4,2,3,949896543
4,2,5,949949444
4,2,4,949811559
4,2,5,949919419
4,2,5,949919656
4,2,4,949918715
4,2,4,949896275
4,2,4,949811603
4,2,5,949919738
4,2,4,949918904
4,2,2,949778946
4,2,4,949811523
4,2,5,949918970
4,2,4,949919738
4,2,3,949919845
4,2,5,949895732
4,2,2,949982238
5,2,4,1163374957
5,2,4,1163374952
5,2,4,1163374639
5,2,4,1163374242
5,2,4,1163374404
5,2,3.5,1163373762
5,2,4.5,1163373208
5,2,3.5,1163373636
5,2,4,1163374152
5,2,4,1163373752
5,2,4,1163373755
5,2,4,1163373610
5,2,4,1163374477
5,2,4.5,1163373718
5,2,4,1163374392
5,2,3.5,1163373551
5,2,4,1163374190
5,2,5,1163373711
5,2,3.5,1163374993
5,2,2.5,1163373651
5,2,3.5,1163373135
5,2,4,1163374286
5,2,4,1163373316
5,2,5,1163373103
5,2,3,1163374173
5,2,2.5,1163374239
5,2,4,1163374582
5,2,4,1163374495
5,2,5,1163373044
5,2,3.5,1163374165
5,2,4.5,1163374608
5,2,3.5,1163374562
5,2,4,1163374214
5,2,4,1163373744
5,2,4,1163374601
5,2,4.5,1163374251
5,2,4.5,1163373726
5,2,4,1163373675
5,2,4,1163374324
5,2,3.5,1163374593
5,2,1.5,1163373188
5,2,5,1163373109
5,2,4,1163373276
5,2,4,1163373251
5,2,3.5,1163374184
5,2,4,1163373193
5,2,3.5,1163374290
5,2,4,1163373679
5,2,4.5,1163373293
5,2,4,1163374246
5,2,3.5,1163373743
5,2,3.5,1163374947
5,2,3.5,1163374278
5,2,3.5,1163374127
5,2,3.5,1163374263
5,2,3.5,1163374408
5,2,4,1163374137
5,2,3.5,1163373148
5,2,4.5,1163374235
5,2,3.5,1163374198
5,2,4,1163373273
5,2,4,1163375025
5,2,3.5,1163373696
5,2,4.5,1163375145
5,2,3.5,1163374103
5,2,3.5,1163374354
5,2,4.5,1163375033
5,2,3.5,1163375131
5,2,3,1163373548
5,2,4.5,1163373616
5,2,3.5,1163374995
5,2,4.5,1163373299
5,2,4.5,1163373606
5,2,4,1163374443
5,2,3.5,1163374206
5,2,4.5,1163374389
5,2,3,1163373688
5,2,4,1163374533
5,2,3.5,1163374491
5,2,4,1163374572
5,2,4,1163373626
5,2,4,1163374455
5,2,2.5,1163373238
5,2,4,1163374511
5,2,4,1163374742
5,2,4,1163374381
5,2,3.5,1163374118
5,2,4.5,1163373593
5,2,4,1163374426
5,2,4.5,1163374340
5,2,4.5,1163374702
5,2,3.5,1163374177
5,2,5,1163374211
5,2,4,1163374517
5,2,4.5,1163374227
5,2,4,1163374275
5,2,4.5,1163374283
5,2,4,1163374144
5,2,4,1163374167
5,2,4.5,1163374357
6,2,4,1109258212
6,2,2,1108134263
6,2,2,1109258228
6,2,5,1108134539
6,2,4,1108134269
6,2,4,1108134299
6,2,5,1108134266
6,2,4.5,1108134284
6,2,4.5,1109258196
6,2,4.5,1108134309
6,2,4.5,1108134339
6,2,2,1109258181
6,2,2,1109258179
6,2,2,1109258281
6,2,2,1109258194
6,2,0.5,1108134334
6,2,3,1108134344
6,2,3,1108134289
6,2,4,1109258270
6,2,4,1109258285
6,2,4,1109258175
6,2,3.5,1108134291
6,2,3,1109258245
6,2,4,1108134293
6,2,1,1109258202
6,2,2,1108134271
6,2,4,1108134274
6,2,3,1109258257
6,2,4.5,1108134545
6,2,3,1109258199
6,2,1,1108134337
6,2,4,1109258183
6,2,3.5,1109258250
6,2,1.5,1109258190
6,2,1.5,1109258217
6,2,1.5,1109258226
6,2,5,1108134311
6,2,3,1108134534
6,2,5,1108134519
6,2,4,1108134524
6,2,3.5,1108134526
6,2,4,1108134537
6,2,3,1108134531
6,2,4.5,1108134521
7,2,3,851866703
7,2,3,851869035
7,2,3,851867289
7,2,3,851868750
7,2,4,851867861
7,2,4,851866901
7,2,3,851866744
7,2,5,851868188
7,2,4,851866720
7,2,4,851866704
7,2,4,851868206
7,2,2,851868704
7,2,3,851868705
7,2,5,851869062
7,2,3,851868188
7,2,2,851869161
7,2,5,851868187
7,2,3,851868524
7,2,3,851867345
7,2,3,851867621
7,2,3,851867941
7,2,3,851868188
7,2,3,851867436
7,2,3,851868020
7,2,3,851867790
7,2,3,851869291
7,2,4,851869291
7,2,4,851869161
7,2,3,851867669
7,2,4,851868246
7,2,3,851867688
7,2,4,851869035
7,2,4,851868019
7,2,4,851868044
7,2,3,851869140
7,2,4,851868186
7,2,3,851868863
7,2,4,851868020
7,2,3,851868044
7,2,3,851868074
7,2,4,851866806
7,2,3,851866744
7,2,5,851868019
7,2,2,851866784
7,2,1,851866704
7,2,1,851866763
7,2,5,851868020
7,2,3,851866703
7,2,2,851866744
7,2,4,851868289
7,2,3,851869102
7,2,3,851866744
7,2,4,851867320
7,2,4,851867289
7,2,3,851868308
7,2,3,851867553
7,2,3,851869103
7,2,4,851867289
7,2,5,851868019
7,2,5,851869034
7,2,3,851867289
7,2,5,851869035
7,2,5,851869034
7,2,4,851867379
7,2,5,851868044
7,2,5,851868246
7,2,4,851868321
7,2,4,851869062
7,2,5,851868289
7,2,3,851867436
7,2,4,851869080
7,2,3,851867436
7,2,4,851868332
7,2,4,851867401
7,2,3,851867320
7,2,3,851868471
7,2,4,851868471
7,2,3,851867401
7,2,3,851866935
7,2,3,851869160
7,2,3,851869102
7,2,2,851869230
7,2,4,851869035
7,2,3,851869140
7,2,3,851869062
7,2,3,851867688
7,2,5,851866978
7,2,1,851869140
8,2,5,1154465405
8,2,2.5,1154389572
8,2,5,1154464836
8,2,5,1154400173
8,2,4,1154473268
8,2,3.5,1154464829
8,2,2,1154389420
8,2,4,1154465380
8,2,5,1154464714
8,2,4,1154400390
8,2,4.5,1154400475
8,2,3.5,1154389356
8,2,2,1154400357
8,2,5,1154400170
8,2,5,1154389386
8,2,4,1154464853
8,2,4.5,1154464833
8,2,4,1154400284
8,2,3.5,1154389432
8,2,5,1154400181
8,2,3.5,1154464841
8,2,4,1154464887
8,2,4,1154464730
8,2,4,1154464769
8,2,4,1154465573
8,2,4,1154465394
8,2,4,1154465555
8,2,4,1154464811
8,2,3,1154465230
8,2,4,1154464747
8,2,4,1154464720
8,2,3.5,1154400465
8,2,0.5,1154474527
8,2,4,1154465285
8,2,3,1154400324
8,2,4,1154465235
8,2,3,1154389408
8,2,3.5,1154464990
8,2,5,1154389385
8,2,4,1154389491
8,2,4,1154473252
8,2,3,1154400308
8,2,5,1154400458
8,2,3.5,1154389528
8,2,5,1154473322
8,2,4,1154473259
8,2,3,1154389460
8,2,3,1154465222
8,2,4.5,1154464735
8,2,4.5,1154400414
8,2,4,1154464850
8,2,5,1154473217
8,2,3.5,1154389340
8,2,3.5,1154400351
8,2,5,1154464889
8,2,5,1154464738
8,2,3.5,1154464944
8,2,4.5,1154464717
8,2,2.5,1154389541
8,2,4.5,1154465558
8,2,3.5,1154400340
8,2,3.5,1154473419
8,2,3,1154400360
8,2,4.5,1154464950
8,2,5,1154473364
8,2,4,1154464901
8,2,4.5,1154400266
8,2,5,1154400441
8,2,3.5,1154400198
8,2,4,1154389482
8,2,4,1154465526
8,2,4.5,1154464873
8,2,3.5,1154400245
8,2,4.5,1154465279
8,2,5,1154464905
8,2,4,1154464915
8,2,2.5,1154400334
8,2,3.5,1154464808
8,2,3.5,1154400398
8,2,4.5,1154400383
8,2,4,1154465373
8,2,3.5,1154464819
8,2,3.5,1154389449
8,2,5,1154400236
8,2,3.5,1154389552
8,2,4.5,1154400449
8,2,4,1154464756
8,2,4,1154400407
8,2,4,1154465399
8,2,3,1154465385
8,2,4,1154464762
8,2,3.5,1154400444
8,2,4,1154389474
8,2,3,1154400191
8,2,4,1154464895
8,2,5,1154465296
8,2,3,1154400253
8,2,3.5,1154400294
8,2,4,1154464753
8,2,4,1154465367
8,2,4,1154464994
8,2,2.5,1154400471
8,2,4.5,1154464868
8,2,4,1154465499
8,2,3,1154465548
8,2,3.5,1154465243
8,2,4.5,1154473310
8,2,4.5,1154400263
8,2,4.5,1154464726
8,2,3.5,1154400423
8,2,3.5,1154473088
8,2,3.5,1154473264
8,2,2,1154473042
8,2,3.5,1154473022
8,2,3,1154473014
8,2,3,1154473017
9,2,4,938629179
9,2,4,938628337
9,2,3,938628655
9,2,5,938629110
9,2,3,938628897
9,2,4,938628966
9,2,4,938628777
9,2,4,938628577
9,2,5,938628843
9,2,5,938628337
9,2,4,938628843
9,2,5,938628843
9,2,2,938628337
9,2,5,938629250
9,2,3,938629470
9,2,4,938628655
9,2,4,938628450
9,2,3,938628655
9,2,2,938628777
9,2,4,938629341
9,2,4,938629054
9,2,5,938628690
9,2,4,938628966
9,2,3,938629470
9,2,5,938628966
9,2,4,938629341
9,2,4,938629522
9,2,4,938629747
9,2,4,938629053
9,2,3,938629053
9,2,3,938628777
9,2,4,938628897
9,2,4,938629341
9,2,2,938629250
9,2,4,938628843
9,2,4,939122916
9,2,4,938628577
9,2,2,938629681
9,2,3,938629681
9,2,4,938628966
9,2,2,938629341
9,2,5,938628450
9,2,3,938628843
9,2,4,938627748
9,2,4,938629681
10,2,5,942766420
10,2,4,942766793
10,2,4,942766515
10,2,3,942766603
10,2,4,942766603
10,2,3,942767328
10,2,4,942766974
10,2,3,942767258
10,2,3,942766420
10,2,2,942767328
10,2,4,942767328
10,2,4,942767258
10,2,4,942767258
10,2,4,942767258
10,2,4,942767258
10,2,4,942767258
10,2,3,942767328
10,2,4,942767258
10,2,4,942767258
10,2,5,942766420
10,2,4,942766420
10,2,3,942766725
10,2,3,942766845
10,2,5,942767029
